IndicatorCode,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWWS_1,HWWS_1,HWWS_1,HWWS_1,HWWS_2,HWWS_2,HWWS_2,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGWSHBOD,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,WSH_1,WSH_10,WSH_10_HYG,WSH_10_SAN,WSH_10_WAT,WSH_2,WSH_20,WSH_20_HYG,WSH_20_SAN,WSH_20_WAT,WSH_3,WSH_30,WSH_30_HYG,WSH_30_SAN,WSH_30_WAT,WSH_4,WSH_5,WSH_6,WSH_7,WSH_8,WSH_DOMESTIC_WASTE_SAFELY_TREATED,WSH_DOMESTIC_WASTE_SAFELY_TREATED,WSH_DOMESTIC_WASTE_SAFELY_TREATED,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.29224,44.10493851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.06702,91.89728546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.43708,94.76629639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.94726,21.15078735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25117,17.4659,19.46541214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.59818,20.08288,19.41727829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.62537,96.0705,96.18344879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.25454,33.79436874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.19569,67.84066,69.01350403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.21818,23.60093,27.87942314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.66695,51.00583649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.16039,73.66390228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.84037,45.91679,36.63792038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.87271,20.8304,17.26048088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.86473,30.6098156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.44318,86.47508,87.22089386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.83994,92.22244,92.24253082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.54852,12.00478172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.84947,15.71748543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.40292,44.33388138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.46304,23.99078,27.88333702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.08605,39.44453049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.69498,63.77148,64.46575928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.47466,62.63486,65.27907562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.32912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.70924,79.20315,78.68496704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.3102,177.2746,140.0257,146.7968,103.4401,84.0706,148.0844,105.4628,148.978,160.879,153.3185,81.6945,71.5649,46.0561,16.599999999999998,,,,,,,,,,,,,,,,,29.5,,,,,,,,53.3,,,,46.2,,,4219.666666666667,3024.25,1057.5,1690.5779125000001,1649.3445125,62199.95,0.74,0.26,0.41472,0.4046,282.4,300288.0,105022.25,167863.539075,163769.3457,1405.2,2216606.63,2139965.5,9381.48,48345.23,,,6.056743145,,,,,,43.61949666666667,43.64695333333333,43.67468333333333,43.702549999999995,43.73054666666667,44.2595,44.785869999999996,45.309506666666664,45.83038666666666,46.34849333333333,46.86389333333333,47.376466666666666,47.88715666666667,48.39584666666667,48.90216,49.405766666666665,49.90655666666667,50.404113333333335,23.308790000000002,23.312600000000003,24.864160000000002,26.415723333333332,27.969586666666668,29.525803333333332,31.08206,32.78121333333333,34.491973333333334,36.21440333333334,37.94855333333333,39.694543333333336,41.45238,43.222116666666665,45.003836666666665,46.79764333333333,48.603550000000006,50.422336666666666,52.254263333333334,54.09943333333334,55.73815,57.37822666666667,59.019556666666666,21.301153333333335,21.29355,20.574296666666665,19.855366666666665,19.132453333333334,18.40577,17.679726666666667,16.95425333333333,16.22943666666667,15.505273333333335,14.781773333333334,14.05888,13.33666,12.615123333333335,11.894276666666665,11.174066666666667,10.454553333333335,9.735083333333334,9.164156666666667,8.612456666666667,8.06175,7.512033333333332,6.963533333333333,,,,,,,,,,,,,,,,,,,,,,,,33.931173333333334,33.94174666666667,36.06557,38.189213333333335,40.31889,42.45455666666667,44.58992,46.998850000000004,49.4365,51.90282333333334,54.397760000000005,56.92135666666667,59.47344999999999,62.05398666666667,64.66290666666667,67.30025333333333,69.96585666666667,72.66079666666667,75.38511333333334,78.13857666666667,80.92093333333334,83.73228999999999,85.74661333333334,13.526466666666666,13.53043,14.39232,15.2541,16.118076666666667,16.984186666666666,17.850096666666666,18.715846666666668,19.5814,20.446740000000002,21.31188,22.176846666666666,23.041606666666667,23.906149999999997,24.770480000000003,25.634626666666666,26.498556666666662,27.36268,28.227026666666664,29.091553333333334,29.9562,30.821029999999997,31.38249,,,,,,,,,,,,,,,,,,,,52.864536,,,,,48.90641339285714,,,,,,,,,,,,,,,,,,,,,,,,,46.32262333333333,,,,,42.71876446428571,,,,,
